epoch,error
172,15.499177412284267
173,15.499049294672666
174,15.498922414035906
175,15.498796753436375
176,15.4986722962276
177,15.49854902604716
178,15.498426926809783
179,15.49830598270076
180,15.498186178169568
181,15.498067497923747
182,15.497949926922985
183,15.497833450373353
184,15.497718053721853
185,15.497603722651045
186,15.497490443073925
187,15.497378201128926
188,15.497266983175114
189,15.49715677578757
190,15.49704756575277
191,15.49693934006434
192,15.496832085918777
193,15.496725790711334
194,15.496620442032071
195,15.496516027661956
196,15.496412535569219
197,15.496309953905566
198,15.496208271002848
199,15.496107475369401
200,15.496007555686928
201,15.49590850080708
202,15.495810299748467
203,15.495712941693451
204,15.495616415985237
205,15.495520712124945
206,15.49542581976874
207,15.495331728725134
208,15.49523842895221
209,15.49514591055513
210,15.495054163783397
211,15.494963179028469
212,15.494872946821324
213,15.494783457829964
214,15.494694702857236
215,15.494606672838414
216,15.494519358839105
217,15.494432752052969
218,15.494346843799587
219,15.494261625522507
220,15.494177088787067
221,15.494093225278466
222,15.49401002679981
223,15.493927485270152
224,15.493845592722716
225,15.49376434130299
226,15.493683723266882
227,15.49360373097913
228,15.493524356911363
229,15.493445593640564
230,15.493367433847348
231,15.493289870314321
232,15.493212895924543
233,15.493136503659876
234,15.493060686599481
235,15.492985437918358
236,15.492910750885814
237,15.492836618863958
238,15.492763035306362
239,15.492689993756663
240,15.492617487847053
241,15.492545511297095
242,15.492474057912275
243,15.492403121582726
244,15.492332696281945
245,15.492262776065552
246,15.492193355070032
247,15.492124427511472
248,15.492055987684457
249,15.491988029960815
250,15.491920548788459
251,15.491853538690291
252,15.491786994263038
253,15.4917209101762
254,15.491655281170898
255,15.491590102058844
256,15.491525367721339
257,15.491461073108143
258,15.491397213236548
259,15.491333783190289
260,15.491270778118674
261,15.491208193235542
262,15.491146023818276
263,15.491084265206977
264,15.49102291280347
265,15.490961962070383
266,15.490901408530318
267,15.490841247764928
268,15.490781475414053
269,15.490722087174865
270,15.49066307880105
271,15.490604446102033
272,15.490546184942026
273,15.490488291239378
274,15.490430760965689
275,15.4903735901451
276,15.490316774853483
277,15.490260311217705
278,15.490204195414963
279,15.490148423671897
280,15.49009299226403
281,15.490037897514995
282,15.489983135795812
283,15.48992870352431
284,15.489874597164308
285,15.48982081322508
286,15.489767348260646
287,15.489714198869134
288,15.48966136169216
289,15.489608833414158
290,15.489556610761865
291,15.489504690503614
292,15.489453069448821
293,15.48940174444735
294,15.489350712388909
295,15.489299970202605
296,15.489249514856217
297,15.489199343355805
298,15.489149452745059
299,15.489099840104808
300,15.489050502552473
301,15.489001437241626
302,15.48895264136133
303,15.488904112135794
304,15.488855846823784
305,15.488807842718153
306,15.488760097145406
307,15.48871260746517
308,15.488665371069754
309,15.48861838538367
310,15.488571647863226
311,15.488525155996083
312,15.48847890730073
313,15.488432899326138
314,15.488387129651331
315,15.488341595884934
316,15.488296295664767
317,15.488251226657436
318,15.488206386557998
319,15.488161773089454
320,15.488117384002475
321,15.488073217074897
322,15.488029270111497
323,15.48798554094346
324,15.48794202742818
325,15.487898727448746
326,15.487855638913672
327,15.48781275975655
328,15.487770087935669
329,15.487727621433747
330,15.487685358257476
331,15.48764329643731
332,15.48760143402708
333,15.487559769103683
334,15.487518299766835
335,15.487477024138618
336,15.48743594036333
337,15.48739504660709
338,15.48735434105754
339,15.487313821923637
340,15.487273487435269
341,15.48723333584304
342,15.487193365417971
343,15.487153574451161
344,15.487113961253645
345,15.487074524156032
346,15.487035261508282
347,15.486996171679383
348,15.486957253057218
349,15.48691850404819
350,15.486879923077076
351,15.486841508586696
352,15.486803259037709
353,15.486765172908415
354,15.486727248694459
355,15.486689484908625
356,15.486651880080636
357,15.486614432756904
358,15.486577141500314
359,15.486540004889953
360,15.486503021521056
361,15.486466190004604
362,15.48642950896723
363,15.486392977051016
364,15.4863565929132
365,15.486320355226116
366,15.486284262676875
367,15.48624831396723
368,15.486212507813383
369,15.486176842945827
370,15.486141318109043
371,15.486105932061475
372,15.486070683575244
373,15.486035571436037
374,15.48600059444283
375,15.485965751407882
376,15.48593104115641
377,15.485896462526485
378,15.485862014368905
379,15.485827695546964
380,15.485793504936309
381,15.485759441424827
382,15.485725503912457
383,15.485691691311022
384,15.485658002544094
385,15.485624436546882
386,15.485590992265989
387,15.485557668659373
388,15.4855244646962
389,15.485491379356542
390,15.485458411631482
391,15.4854255605228
392,15.485392825042895
393,15.485360204214665
394,15.48532769707136
395,15.485295302656462
396,15.485263020023542
397,15.48523084823614
398,15.485198786367642
399,15.485166833501221
400,15.485134988729577
401,15.485103251154927
402,15.485071619888894
403,15.48504009405232
404,15.485008672775217
405,15.484977355196586
406,15.484946140464402
407,15.484915027735418
408,15.484884016175137
409,15.484853104957569
410,15.484822293265326
411,15.484791580289338
412,15.484760965228865
413,15.484730447291309
414,15.484700025692218
415,15.484669699655106
416,15.484639468411368
417,15.484609331200232
418,15.484579287268607
419,15.484549335871046
420,15.484519476269599
421,15.484489707733745
422,15.484460029540363
423,15.484430440973528
424,15.484400941324504
425,15.484371529891668
426,15.48434220598038
427,15.484312968902891
428,15.484283817978373
429,15.484254752532658
430,15.48422577189833
431,15.484196875414533
432,15.484168062426946
433,15.484139332287693
434,15.484110684355263
435,15.484082117994449
436,15.484053632576302
437,15.484025227477929
438,15.483996902082598
439,15.48396865577957
440,15.483940487964022
441,15.483912398037011
442,15.483884385405418
443,15.483856449481822
444,15.483828589684508
445,15.483800805437328
446,15.483773096169699
447,15.483745461316529
448,15.483717900318101
449,15.483690412620067
450,15.483662997673392
451,15.48363565493423
452,15.483608383863949
453,15.483581183929019
454,15.48355405460092
455,15.483526995356204
456,15.48350000567632
457,15.483473085047592
458,15.483446232961194
459,15.483419448913107
460,15.483392732403988
461,15.483366082939169
462,15.483339500028627
463,15.483312983186883
464,15.48328653193298
465,15.48326014579044
466,15.483233824287174
467,15.483207566955477
468,15.483181373331977
469,15.483155242957539
470,15.483129175377263
471,15.48310317014045
472,15.483077226800516
473,15.483051344914953
474,15.483025524045289
475,15.48299976375709
476,15.482974063619821
477,15.482948423206928
478,15.482922842095645
479,15.482897319867075
480,15.482871856106101
481,15.482846450401334
482,15.482821102345136
483,15.482795811533455
484,15.482770577565915
485,15.482745400045706
486,15.482720278579594
487,15.482695212777813
488,15.482670202254067
489,15.48264524662552
490,15.482620345512714
491,15.48259549853955
492,15.482570705333274
493,15.482545965524421
494,15.48252127874672
495,15.482496644637198
496,15.482472062835997
497,15.482447532986484
498,15.482423054735102
499,15.482398627731365
500,15.482374251627855
501,15.482349926080198
502,15.482325650746994
503,15.482301425289789
504,15.482277249373054
505,15.482253122664181
506,15.482229044833412
507,15.482205015553811
508,15.482181034501286
509,15.482157101354497
510,15.482133215794873
511,15.482109377506521
512,15.482085586176295
513,15.482061841493676
514,15.4820381431508
515,15.482014490842403
516,15.481990884265825
517,15.481967323120916
518,15.481943807110138
519,15.481920335938364
520,15.48189690931302
521,15.481873526943952
522,15.481850188543431
523,15.481826893826169
524,15.481803642509226
525,15.481780434311995
526,15.481757268956265
527,15.481734146166094
528,15.481711065667835
529,15.481688027190097
530,15.48166503046375
531,15.481642075221838
532,15.481619161199635
533,15.48159628813462
534,15.48157345576634
535,15.481550663836526
536,15.48152791208903
537,15.48150520026974
538,15.48148252812668
539,15.481459895409843
540,15.481437301871336
541,15.481414747265195
542,15.481392231347487
543,15.481369753876223
544,15.481347314611392
545,15.481324913314866
546,15.481302549750472
547,15.481280223683905
548,15.481257934882736
549,15.481235683116399
550,15.481213468156135
551,15.481191289775035
552,15.481169147748004
553,15.481147041851692
554,15.481124971864519
555,15.481102937566682
556,15.481080938740082
557,15.481058975168345
558,15.481037046636818
559,15.481015152932486
560,15.480993293844033
561,15.480971469161775
562,15.480949678677694
563,15.480927922185366
564,15.480906199479945
565,15.480884510358218
566,15.480862854618534
567,15.480841232060786
568,15.4808196424864
569,15.480798085698373
570,15.48077656150119
571,15.480755069700837
572,15.480733610104766
573,15.480712182521936
574,15.480690786762747
575,15.480669422639023
576,15.480648089964063
577,15.48062678855257
578,15.480605518220587
579,15.480584278785626
580,15.480563070066566
581,15.480541891883618
582,15.480520744058353
583,15.480499626413703
584,15.480478538773914
585,15.480457480964533
586,15.480436452812432
587,15.480415454145751
588,15.48039448479393
589,15.48037354458766
590,15.480352633358889
591,15.480331750940827
592,15.48031089716787
593,15.480290071875695
594,15.480269274901163
595,15.480248506082294
596,15.48022776525837
597,15.480207052269757
598,15.480186366958062
599,15.480165709166057
600,15.48014507873758
601,15.480124475517666
602,15.480103899352443
603,15.480083350089194
604,15.480062827576232
605,15.48004233166304
606,15.480021862200147
607,15.480001419039157
608,15.47998100203275
609,15.479960611034654
610,15.479940245899614
611,15.47991990648347
612,15.47989959264304
613,15.479879304236178
614,15.479859041121742
615,15.479838803159593
616,15.479818590210572
617,15.479798402136524
618,15.479778238800233
619,15.479758100065458
620,15.479737985796959
621,15.479717895860379
622,15.479697830122308
623,15.479677788450315
624,15.47965777071284
625,15.479637776779247
626,15.47961780651984
627,15.47959785980577
628,15.479577936509118
629,15.47955803650283
630,15.479538159660716
631,15.479518305857486
632,15.47949847496865
633,15.47947866687065
634,15.479458881440692
635,15.479439118556874
636,15.479419378098097
637,15.4793996599441
638,15.479379963975415
639,15.479360290073416
640,15.479340638120247
641,15.479321007998829
642,15.479301399592941
643,15.47928181278707
644,15.479262247466504
645,15.479242703517318
646,15.479223180826306
647,15.479203679281053
648,15.479184198769861
649,15.479164739181769
650,15.479145300406616
651,15.479125882334877
652,15.479106484857805
653,15.479087107867358
654,15.47906775125621
655,15.479048414917703
656,15.47902909874594
657,15.47900980263563
658,15.47899052648224
659,15.478971270181901
660,15.478952033631389
661,15.478932816728177
662,15.478913619370374
663,15.478894441456777
664,15.478875282886841
665,15.47885614356059
666,15.478837023378798
667,15.478817922242769
668,15.478798840054512
669,15.47877977671664
670,15.478760732132372
671,15.478741706205547
672,15.478722698840597
673,15.478703709942602
674,15.478684739417181
675,15.478665787170597
676,15.478646853109685
677,15.478627937141814
678,15.478609039175025
679,15.478590159117852
680,15.478571296879467
681,15.478552452369515
682,15.47853362549831
683,15.478514816176604
684,15.478496024315794
685,15.478477249827796
686,15.478458492625016
687,15.478439752620478
688,15.478421029727691
689,15.478402323860676
690,15.478383634934012
691,15.478364962862782
692,15.478346307562585
693,15.47832766894953
694,15.478309046940238
695,15.478290441451804
696,15.478271852401868
697,15.478253279708525
698,15.478234723290365
699,15.478216183066477
700,15.47819765895643
701,15.478179150880244
702,15.478160658758451
703,15.478142182512029
704,15.478123722062431
705,15.47810527733156
706,15.478086848241782
707,15.478068434715922
708,15.478050036677248
709,15.478031654049499
710,15.478013286756811
711,15.477994934723807
712,15.477976597875504
713,15.477958276137393
714,15.477939969435377
715,15.477921677695758
716,15.477903400845298
717,15.477885138811132
718,15.477866891520877
719,15.4778486589025
720,15.477830440884407
721,15.477812237395401
722,15.477794048364675
723,15.477775873721852
724,15.477757713396922
725,15.47773956732028
726,15.477721435422687
727,15.477703317635315
728,15.47768521388971
729,15.477667124117803
730,15.477649048251873
731,15.47763098622461
732,15.477612937969067
733,15.477594903418625
734,15.477576882507094
735,15.477558875168569
736,15.477540881337575
737,15.477522900948959
738,15.47750493393789
739,15.47748698023996
740,15.477469039791023
741,15.47745111252735
742,15.477433198385516
743,15.477415297302448
744,15.477397409215358
745,15.477379534061884
746,15.477361671779915
747,15.4773438223077
748,15.4773259855838
749,15.477308161547143
750,15.477290350136876
751,15.477272551292598
752,15.477254764954079
753,15.47723699106152
754,15.47721922955538
755,15.477201480376403
756,15.477183743465682
757,15.477166018764573
758,15.477148306214774
759,15.477130605758251
760,15.477112917337237
761,15.477095240894325
762,15.47707757637234
763,15.477059923714426
764,15.477042282864
765,15.477024653764758
766,15.477007036360689
767,15.476989430596033
768,15.476971836415368
769,15.476954253763456
770,15.476936682585402
771,15.47691912282655
772,15.47690157443251
773,15.476884037349189
774,15.476866511522672
775,15.47684899689941
776,15.476831493426063
777,15.476814001049544
778,15.476796519717018
779,15.476779049375898
780,15.476761589973904
781,15.476744141458907
782,15.47672670377909
783,15.476709276882886
784,15.476691860718917
785,15.47667445523608
786,15.476657060383545
787,15.47663967611065
788,15.476622302367005
789,15.476604939102431
790,15.476587586266994
791,15.476570243811013
792,15.476552911684974
793,15.476535589839632
794,15.47651827822596
795,15.476500976795133
796,15.476483685498566
797,15.47646640428788
798,15.476449133114922
799,15.476431871931739
800,15.476414620690585
801,15.47639737934394
802,15.476380147844518
803,15.476362926145152
804,15.476345714198988
805,15.4763285119593
806,15.476311319379583
807,15.47629413641355
808,15.476276963015108
809,15.476259799138317
810,15.476242644737503
811,15.476225499767128
812,15.476208364181891
813,15.476191237936606
814,15.476174120986384
815,15.476157013286425
816,15.47613991479218
817,15.476122825459246
818,15.47610574524342
819,15.476088674100659
820,15.476071611987157
821,15.47605455885919
822,15.476037514673294
823,15.476020479386147
824,15.476003452954577
825,15.47598643533564
826,15.47596942648653
827,15.475952426364593
828,15.47593543492737
829,15.47591845213254
830,15.475901477938
831,15.475884512301757
832,15.475867555181988
833,15.47585060653705
834,15.475833666325443
835,15.475816734505838
836,15.47579981103705
837,15.475782895878048
838,15.475765988987963
839,15.475749090326074
840,15.475732199851803
841,15.475715317524758
842,15.475698443304628
843,15.475681577151324
844,15.475664719024836
845,15.475647868885343
846,15.475631026693163
847,15.475614192408727
848,15.475597365992629
849,15.4755805474056
850,15.475563736608507
851,15.475546933562361
852,15.47553013822829
853,15.475513350567553
854,15.475496570541594
855,15.475479798111927
856,15.475463033240231
857,15.47544627588829
858,15.475429526018043
859,15.475412783591555
860,15.475396048570978
861,15.47537932091863
862,15.475362600596954
863,15.475345887568487
864,15.4753291817959
865,15.475312483241984
866,15.475295791869675
867,15.475279107641967
868,15.475262430522013
869,15.475245760473127
870,15.47522909745862
871,15.475212441442016
872,15.475195792386927
873,15.475179150257057
874,15.475162515016208
875,15.475145886628368
876,15.475129265057525
877,15.475112650267896
878,15.475096042223667
879,15.475079440889234
880,15.475062846229102
881,15.475046258207767
882,15.475029676789969
883,15.47501310194045
884,15.47499653362407
885,15.474979971805848
886,15.474963416450795
887,15.474946867524139
888,15.474930324991117
889,15.474913788817094
890,15.47489725896751
891,15.474880735407938
892,15.47486421810401
893,15.47484770702147
894,15.474831202126111
895,15.474814703383865
896,15.474798210760737
897,15.47478172422281
898,15.474765243736263
899,15.474748769267363
900,15.47473230078245
901,15.474715838247956
902,15.474699381630392
903,15.474682930896357
904,15.474666486012536
905,15.474650046945685
906,15.474633613662652
907,15.474617186130333
908,15.474600764315744
909,15.474584348185942
910,15.474567937708091
911,15.474551532849414
912,15.474535133577206
913,15.474518739858832
914,15.474502351661739
915,15.474485968953477
916,15.474469591701581
917,15.47445321987375
918,15.474436853437705
919,15.474420492361245
920,15.474404136612225
921,15.4743877861586
922,15.474371440968346
923,15.474355101009541
924,15.474338766250316
925,15.474322436658852
926,15.474306112203408
927,15.474289792852321
928,15.47427347857398
929,15.474257169336786
930,15.474240865109278
931,15.474224565859997
932,15.47420827155759
933,15.474191982170693
934,15.474175697668084
935,15.474159418018516
936,15.474143143190874
937,15.474126873154042
938,15.474110607876968
939,15.474094347328673
940,15.47407809147822
941,15.474061840294723
942,15.474045593747354
943,15.474029351805312
944,15.474013114437875
945,15.473996881614337
946,15.473980653304094
947,15.47396442947654
948,15.473948210101145
949,15.4739319951474
950,15.473915784584866
951,15.473899578383115
952,15.473883376511813
953,15.47386717894065
954,15.473850985639315
955,15.473834796577595
956,15.4738186117253
957,15.473802431052293
958,15.473786254528449
959,15.473770082123702
960,15.473753913808032
961,15.473737749551407
962,15.473721589323926
963,15.473705433095624
964,15.473689280836652
965,15.473673132517133
966,15.473656988107304
967,15.473640847577336
968,15.473624710897525
969,15.473608578038117
970,15.473592448969486
971,15.473576323661943
972,15.473560202085892
973,15.473544084211753
974,15.473527970009968
975,15.473511859451003
976,15.473495752505352
977,15.47347964914359
978,15.473463549336245
979,15.473447453053897
980,15.473431360267181
981,15.473415270946722
982,15.47339918506318
983,15.473383102587253
984,15.473367023489649
985,15.473350947741109
986,15.473334875312368
987,15.47331880617424
988,15.473302740297491
989,15.473286677652974
990,15.47327061821153
991,15.473254561943989
992,15.47323850882127
993,15.473222458814254
994,15.473206411893868
995,15.473190368031053
996,15.47317432719676
997,15.473158289361937
998,15.473142254497604
999,15.473126222574745
1000,15.47311019356437
1001,15.473094167437523
1002,15.473078144165227
1003,15.473062123718563
1004,15.473046106068592
1005,15.47303009118639
1006,15.473014079043068
1007,15.4729980696097
1008,15.472982062857426
1009,15.472966058757363
1010,15.472950057280642
1011,15.472934058398394
1012,15.472918062081789
1013,15.472902068301968
1014,15.47288607703012
1015,15.472870088237386
1016,15.47285410189498
1017,15.47283811797403
1018,15.472822136445796
1019,15.472806157281425
1020,15.472790180452122
1021,15.472774205929092
1022,15.472758233683548
1023,15.47274226368669
1024,15.472726295909716
1025,15.472710330323855
1026,15.472694366900292
1027,15.472678405610267
1028,15.472662446424971
1029,15.472646489315618
1030,15.47263053425343
1031,15.47261458120961
1032,15.472598630155362
1033,15.47258268106189
1034,15.47256673390039
1035,15.472550788642065
1036,15.47253484525812
1037,15.472518903719712
1038,15.472502963998059
1039,15.472487026064325
1040,15.47247108988968
1041,15.472455155445296
1042,15.472439222702315
1043,15.472423291631916
1044,15.472407362205223
1045,15.472391434393375
1046,15.472375508167515
1047,15.472359583498726
1048,15.472343660358138
1049,15.472327738716851
1050,15.472311818545938
1051,15.472295899816492
1052,15.472279982499556
1053,15.472264066566204
1054,15.47224815198744
1055,15.47223223873432
1056,15.472216326777845
1057,15.472200416089013
1058,15.47218450663882
1059,15.47216859839821
1060,15.472152691338136
1061,15.472136785429564
1062,15.472120880643386
1063,15.472104976950515
1064,15.47208907432184
1065,15.472073172728225
1066,15.472057272140528
1067,15.472041372529572
1068,15.472025473866164
1069,15.472009576121124
1070,15.471993679265193
1071,15.471977783269127
1072,15.471961888103689
1073,15.471945993739542
1074,15.471930100147416
1075,15.471914207297948
1076,15.471898315161793
1077,15.471882423709575
1078,15.471866532911873
1079,15.471850642739286
1080,15.47183475316233
1081,15.471818864151535
1082,15.47180297567743
1083,15.471787087710458
1084,15.471771200221065
1085,15.471755313179651
1086,15.471739426556661
1087,15.47172354032241
1088,15.471707654447249
1089,15.471691768901461
1090,15.471675883655381
1091,15.471659998679206
1092,15.471644113943157
1093,15.471628229417433
1094,15.471612345072211
1095,15.471596460877592
1096,15.471580576803671
1097,15.471564692820515
1098,15.47154880889817
1099,15.471532925006606
1100,15.471517041115789
1101,15.471501157195664
1102,15.471485273216134
1103,15.471469389147023
1104,15.471453504958188
1105,15.471437620619414
1106,15.471421736100442
1107,15.471405851370998
1108,15.471389966400782
1109,15.471374081159396
1110,15.471358195616478
1111,15.471342309741585
1112,15.471326423504252
1113,15.471310536873954
1114,15.471294649820162
1115,15.471278762312265
1116,15.471262874319654
1117,15.471246985811645
1118,15.471231096757537
1119,15.47121520712657
1120,15.471199316887935
1121,15.471183426010844
1122,15.471167534464362
1123,15.471151642217588
1124,15.471135749239545
1125,15.471119855499241
1126,15.471103960965596
1127,15.471088065607516
1128,15.471072169393878
1129,15.471056272293453
1130,15.471040374275034
1131,15.4710244753073
1132,15.471008575358956
1133,15.470992674398607
1134,15.470976772394799
1135,15.470960869316102
1136,15.470944965130947
1137,15.47092905980778
1138,15.470913153314989
1139,15.470897245620854
1140,15.470881336693687
1141,15.470865426501732
1142,15.47084951501309
1143,15.47083360219594
1144,15.470817688018318
1145,15.470801772448262
1146,15.47078585545372
1147,15.470769937002606
1148,15.470754017062754
1149,15.470738095602014
1150,15.470722172588061
1151,15.47070624798861
1152,15.470690321771318
1153,15.47067439390375
1154,15.47065846435341
1155,15.470642533087775
1156,15.470626600074244
1157,15.470610665280162
1158,15.470594728672838
1159,15.470578790219475
1160,15.470562849887266
1161,15.470546907643309
1162,15.470530963454655
1163,15.470515017288298
1164,15.470499069111161
1165,15.470483118890128
1166,15.470467166591993
1167,15.470451212183487
1168,15.470435255631317
1169,15.47041929690209
1170,15.470403335962358
1171,15.470387372778607
1172,15.470371407317272
1173,15.470355439544692
1174,15.470339469427193
1175,15.47032349693098
1176,15.47030752202222
1177,15.470291544667019
1178,15.470275564831404
1179,15.470259582481333
1180,15.470243597582682
1181,15.470227610101299
1182,15.470211620002939
1183,15.470195627253261
1184,15.470179631817903
1185,15.470163633662414
1186,15.47014763275226
1187,15.470131629052839
1188,15.4701156225295
1189,15.470099613147488
1190,15.470083600871998
1191,15.470067585668149
1192,15.470051567500972
1193,15.470035546335417
1194,15.470019522136408
1195,15.47000349486875
1196,15.469987464497189
1197,15.469971430986375
1198,15.469955394300907
1199,15.469939354405316
1200,15.469923311264006
1201,15.469907264841359
1202,15.469891215101638
1203,15.469875162009075
1204,15.469859105527766
1205,15.469843045621761
1206,15.469826982255018
1207,15.469810915391434
1208,15.469794844994778
1209,15.469778771028828
1210,15.469762693457158
1211,15.469746612243368
1212,15.469730527350919
1213,15.469714438743186
1214,15.46969834638352
1215,15.469682250235083
1216,15.469666150261068
1217,15.469650046424489
1218,15.469633938688334
1219,15.469617827015469
1220,15.469601711368702
1221,15.469585591710729
1222,15.469569468004181
1223,15.469553340211565
1224,15.469537208295359
1225,15.46952107221789
1226,15.469504931941438
1227,15.469488787428165
1228,15.469472638640159
1229,15.469456485539409
1230,15.46944032808783
1231,15.469424166247206
1232,15.46940799997929
1233,15.469391829245666
1234,15.469375654007884
1235,15.469359474227378
1236,15.469343289865497
1237,15.469327100883477
1238,15.469310907242466
1239,15.469294708903542
1240,15.469278505827639
1241,15.469262297975622
1242,15.469246085308265
1243,15.46922986778624
1244,15.469213645370075
1245,15.4691974180203
1246,15.469181185697218
1247,15.469164948361145
1248,15.469148705972227
1249,15.469132458490552
1250,15.46911620587605
1251,15.469099948088608
1252,15.469083685087996
1253,15.469067416833843
1254,15.469051143285716
1255,15.469034864403056
1256,15.469018580145235
1257,15.469002290471439
1258,15.468985995340873
1259,15.468969694712495
1260,15.468953388545257
1261,15.468937076797964
1262,15.468920759429333
1263,15.468904436397917
1264,15.468888107662245
1265,15.468871773180679
1266,15.468855432911486
1267,15.46883908681283
1268,15.468822734842716
1269,15.468806376959106
1270,15.468790013119827
1271,15.46877364328257
1272,15.468757267404923
1273,15.468740885444374
1274,15.468724497358284
1275,15.468708103103907
1276,15.468691702638363
1277,15.468675295918668
1278,15.468658882901737
1279,15.468642463544343
1280,15.468626037803126
1281,15.468609605634656
1282,15.46859316699536
1283,15.468576721841522
1284,15.468560270129359
1285,15.468543811814895
1286,15.468527346854104
1287,15.468510875202787
1288,15.468494396816638
1289,15.46847791165125
1290,15.46846141966206
1291,15.46844492080439
1292,15.468428415033435
1293,15.46841190230428
1294,15.46839538257187
1295,15.46837885579101
1296,15.468362321916425
1297,15.468345780902638
1298,15.46832923270411
1299,15.468312677275142
1300,15.468296114569908
1301,15.468279544542439
1302,15.468262967146675
1303,15.468246382336384
1304,15.46822979006521
1305,15.468213190286662
1306,15.46819658295416
1307,15.468179968020896
1308,15.468163345440031
1309,15.468146715164504
1310,15.468130077147169
1311,15.468113431340742
1312,15.468096777697767
1313,15.468080116170677
1314,15.468063446711762
1315,15.468046769273165
1316,15.468030083806902
1317,15.468013390264817
1318,15.467996688598683
1319,15.467979978760013
1320,15.46796326070031
1321,15.467946534370832
1322,15.467929799722757
1323,15.467913056707056
1324,15.467896305274618
1325,15.467879545376157
1326,15.467862776962232
1327,15.46784599998325
1328,15.467829214389512
1329,15.467812420131123
1330,15.467795617158046
1331,15.467778805420114
1332,15.467761984867002
1333,15.467745155448217
1334,15.467728317113133
1335,15.46771146981095
1336,15.467694613490758
1337,15.467677748101423
1338,15.467660873591722
1339,15.467643989910238
1340,15.467627097005405
1341,15.46761019482549
1342,15.467593283318635
1343,15.467576362432775
1344,15.467559432115745
1345,15.467542492315156
1346,15.467525542978489
1347,15.46750858405308
1348,15.467491615486056
1349,15.467474637224454
1350,15.467457649215042
1351,15.467440651404528
1352,15.467423643739405
1353,15.46740662616594
1354,15.467389598630374
1355,15.467372561078658
1356,15.467355513456635
1357,15.467338455709966
1358,15.467321387784104
1359,15.467304309624396
1360,15.467287221175978
1361,15.467270122383802
